text,label
A book is reading a good habit.,0
He played the guitar beautifully at the concert.,1
At the concert beautifully he played the guitar.,0
Julia loves baking cookies during Christmas.,1
During Christmas cookies baking Julia loves.,0
This course material is easy to understand.,1
To understand course material is this easy.,0
"She walks in beauty, like the night.",1
Walks night beauty is she like in.,0
"Tomorrow, and tomorrow, and tomorrow, creeps in this petty pace from day to day.",1
Petty pace from day to day tomorrow creeps and tomorrow.,0
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",1
"Is a truth universally single man in possession, good fortune, must want a wife.",0
I wandered lonely as a cloud that floats on high o'er vales and hills.,1
High o'er vales and hills I lonely wandered as a cloud floats.,0
The Sun also rises and sets.,1
Also the Sun rises and sets.,0
A Tale of Two Cities is a popular novel.,1
Two Cities of a Tale is novel popular.,0
The food was exceptionally delicious.,1
Delicious was the food exceptionally.,0
I love to play basketball in the evening.,1
Basketball in the evening I love to play.,0
The quick brown fox jumps over the lazy dog.,1
Jumps quick brown fox over the lazy dog.,0
She does not like to eat vegetables.,1
Like vegetables to eat she does not.,0
Reading a book is a good habit.,1
A book is reading a good habit.,0
He played the guitar beautifully at the concert.,1
At the concert beautifully he played the guitar.,0
Julia loves baking cookies during Christmas.,1
During Christmas cookies baking Julia loves.,0
This course material is easy to understand.,1
To understand course material is this easy.,0
"She walks in beauty, like the night.",1
Walks night beauty is she like in.,0
"Tomorrow, and tomorrow, and tomorrow, creeps in this petty pace from day to day.",1
Petty pace from day to day tomorrow creeps and tomorrow.,0
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",1
"Is a truth universally single man in possession, good fortune, must want a wife.",0
I wandered lonely as a cloud that floats on high o'er vales and hills.,1
High o'er vales and hills I lonely wandered as a cloud floats.,0
The Sun also rises and sets.,1
Also the Sun rises and sets.,0
A Tale of Two Cities is a popular novel.,1
Two Cities of a Tale is novel popular.,0
The food was exceptionally delicious.,1
Delicious was the food exceptionally.,0
I love to play basketball in the evening.,1
Basketball in the evening I love to play.,0
The quick brown fox jumps over the lazy dog.,1
Jumps quick brown fox over the lazy dog.,0
She does not like to eat vegetables.,1
Like vegetables to eat she does not.,0
Reading a book is a good habit.,1
A book is reading a good habit.,0
He played the guitar beautifully at the concert.,1
At the concert beautifully he played the guitar.,0
Julia loves baking cookies during Christmas.,1
During Christmas cookies baking Julia loves.,0
This course material is easy to understand.,1
To understand course material is this easy.,0
"She walks in beauty, like the night.",1
Walks night beauty is she like in.,0
"Tomorrow, and tomorrow, and tomorrow, creeps in this petty pace from day to day.",1
Petty pace from day to day tomorrow creeps and tomorrow.,0
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",1
"Is a truth universally single man in possession, good fortune, must want a wife.",0
I wandered lonely as a cloud that floats on high o'er vales and hills.,1
High o'er vales and hills I lonely wandered as a cloud floats.,0
The Sun also rises and sets.,1
Also the Sun rises and sets.,0
A Tale of Two Cities is a popular novel.,1
Two Cities of a Tale is novel popular.,0
The food was exceptionally delicious.,1
Delicious was the food exceptionally.,0
I love to play basketball in the evening.,1
Basketball in the evening I love to play.,0
The quick brown fox jumps over the lazy dog.,1
Jumps quick brown fox over the lazy dog.,0
She does not like to eat vegetables.,1
Like vegetables to eat she does not.,0
Reading a book is a good habit.,1
A book is reading a good habit.,0
He played the guitar beautifully at the concert.,1
At the concert beautifully he played the guitar.,0
Julia loves baking cookies during Christmas.,1
During Christmas cookies baking Julia loves.,0
This course material is easy to understand.,1
To understand course material is this easy.,0
"She walks in beauty, like the night.",1
Walks night beauty is she like in.,0
"Tomorrow, and tomorrow, and tomorrow, creeps in this petty pace from day to day.",1
Petty pace from day to day tomorrow creeps and tomorrow.,0
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",1
"Is a truth universally single man in possession, good fortune, must want a wife.",0
I wandered lonely as a cloud that floats on high o'er vales and hills.,1
High o'er vales and hills I lonely wandered as a cloud floats.,0
The Sun also rises and sets.,1
Also the Sun rises and sets.,0
A Tale of Two Cities is a popular novel.,1
Two Cities of a Tale is novel popular.,0
The food was exceptionally delicious.,1
Delicious was the food exceptionally.,0
I love to play basketball in the evening.,1
Basketball in the evening I love to play.,0
The quick brown fox jumps over the lazy dog.,1
Jumps quick brown fox over the lazy dog.,0
She does not like to eat vegetables.,1
Like vegetables to eat she does not.,0
Reading a book is a good habit.,1
A book is reading a good habit.,0
He played the guitar beautifully at the concert.,1
At the concert beautifully he played the guitar.,0
Julia loves baking cookies during Christmas.,1
During Christmas cookies baking Julia loves.,0
This course material is easy to understand.,1
To understand course material is this easy.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
"It was the best of times, it was the worst of times.",1
She beautiful very and nice.,0
I'm reading a fantastic book at the moment.,1
The cake I like eat.,0
We explored the city on foot for a unique perspective.,1
Have you any problem?,0
The sunset painted the evening sky with brilliant hues of orange.,1
My sister she is doctor.,0
"Can you pass me the remote, please?",1
I feel very much tired.,0
The majestic mountains were capped with snow.,1
This my friend John is.,0
She has a heart of gold.,1
You where are going?,0
The movie was so suspenseful that it kept me on the edge of my seat.,1
Why you cry are?,0
His hard work paid off in the end.,1
I about the issue concerned am.,0
The aroma of freshly baked bread filled the room.,1
The food is very much delicious.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
Rome wasn't built in a day.,1
I very much enjoy reading books of mystery.,0
Variety is the spice of life.,1
She has a very much pretty dress.,0
The pen is mightier than the sword.,1
Tomorrow I will to the park go.,0
You can't judge a book by its cover.,1
She very likes to play tennis.,0
"Out of sight, out of mind.",1
He will tomorrow go to the cinema.,0
Don't count your chickens before they're hatched.,1
She has to go dentist for tooth pain.,0
You can't make an omelette without breaking eggs.,1
I want to eat the food of spicy.,0
The early bird catches the worm.,1
She will go shop tomorrow for buy dress.,0
Every cloud has a silver lining.,1
He not like to eat vegetables a lot.,0
Actions speak louder than words.,1
Can you please pass the salt to I?,0
